Institution Name,Title IV School Code,Program Title,Program Type,Program Level,Program Format ,Program Location,Program Schedule ,Program URL,Avg Timeframe to Complete,Avg Cost,Program Category ,Program Description
University of Maine at Augusta,006760,Liberal Studies*,associate,,"online, classroom","Augusta, Bangor, Statewide",flexible,http://www.uma.edu/liberalstudies.html,Variable,$217 per credit,Liberal Studies,Offers students the opportunity to explore their education options and prepares them for the baccalaureate work. Liberal Studies gives students the basics of a well-rounded education and offers a rigorous traditional curriculum.
University of Maine at Augusta,006760,Mental Health and Human Services*,bachelor,,"online, classroom","Augusta, Bangor, Statewide",flexible,http://www.uma.edu/mentalhealth.html,Variable,$217 per credit,Mental Health and Human Services,"Graduates can pursue successful profressional careers involving crisis stabilization, case management, counseling, psychosocial rehabilitation, income maintenance, job coaching and other services in a variety of agencies and institutions. "
University of Maine at Augusta,006760,Mental Health and Human Services*,associate,,"online, classroom","Augusta, Bangor, Statewide",flexible,http://www.uma.edu/mentalhealth.html,Variable,$217 per credit,Mental Health and Human Services,"Allowed to specialize in areas such as substance abuse, early childhood services, developmental disabilities, child and adolescent services or gerontology, graduates can find rewarding employment in a convalescent, geriatric, rehabilitation, substance abuse treatment , developmental disabilities or mental health facility."
University of Maine at Augusta,006760,Social Science*,bachelor,,"online, classroom","Augusta, Bangor",flexible,http://www.uma.edu/socialsciences.html,Variable,$217 per credit,Social Science,"A degree in Social Science qualifies students for important careers requiring decision making, problem solving, evaluation, research and written or oral communications. This program provides a solid foundation for graduate studies. "
University of Maine at Augusta,006760,Accounting*,certificate,science,"online, classroom","Augusta, Bangor, Statewide",flexible,http://www.uma.edu/assets/docs/checksheets/Certificates/CACC.pdf,Variable,$217 per credit,Accounting,"The certificate will benefit students who need a mechanism for obtaining accounting skills. Level 1 completers who hold a baccalaureate degree in another field will meet the educational knowledge requirement to take professinal accounting exams, such as CPA, CMA, and CFM."
University of Maine at Augusta,006760,Human Resource Management*,certificate,science,"online, classroom","Augusta, Bangor",flexible,http://www.uma.edu/assets/docs/checksheets/Certificates/CHRM.pdf,Variable,$217 per credit,Human Resources,"This certificate is designed for individuals employed in or aspiring to work in human resources. Courses include topics in management in human resources in the public, and private sectors, labor management relations ethical decision making, oral communications and managerial methods. "
University of Maine at Augusta,006760,Customer Service and Telecommunications I and II,certificate,science,"online, classroom","Augusta, Bangor, Statewide",flexible,http://www.uma.edu/assets/docs/checksheets/Certificates/CCST.pdf,Variable,$217 per credit,Customer Services and Telecommunications,"This certificate is designed for a broad range of participants, including individuals who seek entry into the customer service inducstry of are seeking a career change."
University of Maine at Augusta,006760,Information and Library Services*,certificate,science,"online, classroom","Augusta, Bangor, Statewide",flexible,http://www.uma.edu/assets/docs/checksheets/Certificates/CILS.pdf,Variable,$217 per credit,Information and Library Services,This certificate provides course work that offers the gtractical skills for entry level employment as support stff in information centers and libraries. 
University of Maine at Augusta,006760,Paralegal Studies*,certificate,science,online ,"Augusta, Bangor, Statewide",flexible,http://www.uma.edu/assets/docs/checksheets/Certificates/CPS.pdf,Variable,$217 per credit,Paralegal Studies,"Students completing this certificate will be familiar with ethical rules of the profession, manage complex information from legal sources, and seek employment as a paralegal or employee with law-related training in public or private agencies."
University of Maine at Augusta,006760,Forensic Science-Investigative focus,certificate,science,"online, classroom",Augusta,flexible,http://www.uma.edu/assets/docs/checksheets/Certicates/CFSI.pdf,Variable,$217 per credit,Forensic Science,"For students who aspire to work in the criminal investigating field. Students who complete the certificate will be able to conduct investigations of crime incidents, collect forensic evidence and testify in court proceedings."
University of Maine at Augusta,006760,Substance Abuse Rehabilitation Technician*,certificate,science,"online, classroom","Augusta, Bangor, Statewide",flexible,http://www.uma.edu/assets/docs/checksheets/Certificates/CSART.pdf,Variable,$217 per credit,Substance Abuse,The certificate program provides course work relevant to the education requirements for licensure. 
University of Maine at Augusta,006760,Mental Health Rehabilitation Tech/Community*,certificate,science,"online, classroom","Augusta, Bangor, Statewide",flexible,http://www.uma.edu/assets/docs/checksheets/Certificates/CMHRTC.pdf,Variable,$217 per credit,Mental Health Rehabilitation Technician,This certicate is appropriate for persons working in the mental health field who have direct-service experience in mental health but lack formal higher education or for those who want to work in the mental health field. 
University of Maine at Augusta,006760,Child and Youth Care Practitioner*,certificate,science,"online, classroom","Augusta, Bangor, Statewide",flexible,http://www.uma.edu/assets/docs/checksheets/Certificates/CCYCP.pdf,Variable,$217 per credit,Child and Youth Care,"This program will elevate the professional aspirations of those individuals who provide direct services to youth in group homes, residential treatments, shelters, juvenile corrections, foster care, and community outreach support programs."
University of Maine at Augusta,006760,Human Services*,certificate,science,"online, classroom","Augusta, Bangor, Statewide",flexible,http://www.uma.edu/assets/docs/checksheets/Certificates/CHS.pdf,Variable,$217 per credit,Human Services,This certificate provides students with a foundation of skils and knowledge iportant to the general field of social services. 
University of Maine Farmington,002040,Business Economics,bachelor,,classroom,Farmington,fixed,http://www.farmington.edu/majors/viewMajor.php?catalogID=3,128 credit hours,$261 per credit,Business,"Provides the foundations of both business and economics, while helping you to develop the communication skills and technical literacy required in today’s rapidly-changing business world."
University of Maine Farmington,002040,Computer Science,bachelor,,classroom,Farmington,fixed,http://www.farmington.edu/majors/viewMajor.php?catalogID=6,128 credit hours,$261 per credit,Computer Science,"The Bachelor of Arts in Computer Science program provides a solid foundation of computer knowledge, research opportunities, and hands-on experience."
University of Maine Farmington,002040,Health Information Systems,bachelor,,classroom,Farmington,fixed,http://www.farmington.edu/majors/viewMajor.php?catalogID=108,128 credit hours,$261 per credit,Health,"Developed with guidance from industry leaders and state partners, this interdisciplinary concentration is offered jointly through the UMF Business Economics, Computer Science, and Community Health Education departments and combines core courses in all three academic areas, plus new courses that have been developed specifically for this innovative program."
University of Maine Farmington,002040,Outdoor Recreation & Business Administration,bachelor,,classroom,Farmington,fixed,http://www.farmington.edu/majors/viewMajor.php?catalogID=106,128 credit hours,$261 per credit,Business,"Offered through the Business Economics Dept., this interdisciplinary program combines courses in Business with courses from Geography and Recreation, taking a decidedly hands-on approach to include internship opportunities that cater to the outdoor recreation segment of the tourism industry, particularly in western Maine."
University of Maine Farmington,002040,Community Health Education,bachelor,,classroom,Farmington,fixed,http://www.farmington.edu/majors/viewMajor.php?catalogID=38,128 credit hours,$261 per credit,Health,"Community Health Education offers comprehensive programs on health care, health promotion, and disease prevention, as well as a specialized concentration in School Health Education - a program designed to prepare you to teach health in K-12 classrooms."
University of Maine Farmington,002040,Rehabilitation Services,bachelor,,classroom,Farmington,fixed,http://www.farmington.edu/majors/viewMajor.php?catalogID=59,128 credit hours,$261 per credit,Health,The Rehabilitation Services Program offers a Bachelor of Science degree as well as specialized training programs in rehabilitation. The coursework in the Rehabilitation Services Program will provide you with the general skills to work with a variety of populations ranging from children through elderly. 
University of Maine Farmington,002040,Early Childhood and Elementary Education,bachelor,,classroom,Farmington,fixed,http://www.farmington.edu/majors/viewMajor.php?catalogID=9,128 credit hours,$261 per credit,Education,The Early Childhood Education Program is designed to prepare pre-professionals to work with young children from birth to age eight and their families. The program is based upon the National Association for the Education of Young Children personnel standards for teacher preparation and is NCATE accredited.
University of Maine Farmington,002040,Secondary Education -- Biology,bachelor,,classroom,Farmington,fixed,"http://www.farmington.edu/majors/viewMajor.php?catalogID=61,62,97,98,64,66,68",128 credit hours,$261 per credit,Education,NCATE accredited program in Secondary/Middle Education that prepares professionally certified educators by working collaboratively using the latest research to offer enriching learning experiences.
University of Maine Farmington,002040,Secondary Education -- Chemistry,bachelor,,classroom,Farmington,fixed,"http://www.farmington.edu/majors/viewMajor.php?catalogID=61,62,97,98,64,66,68",128 credit hours,$261 per credit,Education,NCATE accredited program in Secondary/Middle Education that prepares professionally certified educators by working collaboratively using the latest research to offer enriching learning experiences.
University of Maine Farmington,002040,Secondary Education -- Earth & Space Science,bachelor,,classroom,Farmington,fixed,"http://www.farmington.edu/majors/viewMajor.php?catalogID=61,62,97,98,64,66,68",128 credit hours,$261 per credit,Education,NCATE accredited program in Secondary/Middle Education that prepares professionally certified educators by working collaboratively using the latest research to offer enriching learning experiences.
University of Maine Farmington,002040,Secondary Education -- English,bachelor,,classroom,Farmington,fixed,"http://www.farmington.edu/majors/viewMajor.php?catalogID=61,62,97,98,64,66,68",128 credit hours,$261 per credit,Education,NCATE accredited program in Secondary/Middle Education that prepares professionally certified educators by working collaboratively using the latest research to offer enriching learning experiences.
University of Maine Farmington,002040,Secondary Education -- Math,bachelor,,classroom,Farmington,fixed,"http://www.farmington.edu/majors/viewMajor.php?catalogID=61,62,97,98,64,66,68",128 credit hours,$261 per credit,Education,NCATE accredited program in Secondary/Middle Education that prepares professionally certified educators by working collaboratively using the latest research to offer enriching learning experiences.
University of Maine Farmington,002040,Secondary Education -- Physics,bachelor,,classroom,Farmington,fixed,"http://www.farmington.edu/majors/viewMajor.php?catalogID=61,62,97,98,64,66,68",128 credit hours,$261 per credit,Education,NCATE accredited program in Secondary/Middle Education that prepares professionally certified educators by working collaboratively using the latest research to offer enriching learning experiences.
University of Maine Farmington,002040,Secondary Education -- Social Studies,bachelor,,classroom,Farmington,fixed,"http://www.farmington.edu/majors/viewMajor.php?catalogID=61,62,97,98,64,66,68",128 credit hours,$261 per credit,Education,NCATE accredited program in Secondary/Middle Education that prepares professionally certified educators by working collaboratively using the latest research to offer enriching learning experiences.
University of Maine Farmington,002040,Special Education,bachelor,,classroom,Farmington,fixed,http://www.farmington.edu/majors/viewMajor.php?catalogID=72,128 credit hours,$261 per credit,Education,"Intensive, hands-on NCATE-accredited Special Education programs with options for grades K-8 and grades 7-12."
University of Maine Farmington,002040,MS Ed. In Education Leadership,master,,hybrid,Farmington,fixed,http://masters.umf.maine.edu/ms-ed-in-educational-leadership/,36 graduate credits,$379 per credit,Education,"Designed specifically for educators who wish to become leaders in their classrooms, schools, districts, or other educational settings, this Masters program emphasizes school improvement knowledge and skills grounded in action research. "
University of Maine Farmington,002040,MS Ed. in Early Childhood,master,,hybrid,Farmington,fixed,http://masters.umf.maine.edu/ms-ed-in-early-childhood/,36 graduate credits,$379 per credit,Education,"Designed for early childhood professionals who wish to become exceptional leaders, this masters program emphasizes child development based curriculum, development, and assessment, across ages birth through age 8, as well as an understanding of the family and community contexts in which these children are educated."
University of Maine Farmington,002040,Educational Outreach Courses,credit toward post baccalaureate,,"hybrid, classroom",Farmington,fixed,http://outreach.umf.maine.edu/,N/A,$379 per credit,Education,"Open to educators holding a baccalaureate degree, this program offers courses in both an online and a blended format, as well as face-to-face classroom settings, in topics in education and educational administration."
University of Maine Farmington,002040,Early Childhood Off-Campus Courses,credit toward bachelors & certification,,hybrid,"Waterville, So. Portland",fixed,http://outreach.umf.maine.edu/program-information/early-childhood-off-campus-cohort/,N/A,$261 per credit,Education,"Work toward the new Maine Birth-to-School Age Five (081) endorsement on your Maine Department of Education teaching certificate, which requires a bachelor’s degree."
University of Maine Farmington,002040,Arts & Sciences,bachelor,,classroom,Farmington,fixed,http://www.farmington.edu/majors_and_academics/,128 credit hours,$261 per credit,Arts & Sciences,"Liberal arts programs in the arts and humanities, psychology and social sciences, math and computer science, and in the physical and biological sciences."
University of Maine Fort Kent,002041,Study Sequence in Accounting*,associate,,online,N/A,Flexible,http://business.umfk.edu/accounting/associates/online/,Variable,$220 per credit,Business,"The Associate of Arts degree in Accounting prepares students for entry-level positions in Business and Accounting. Through the General Education Requirements, students will be exposed to communication, analytical, technological and scientific skills as well a background in the liberal arts. The Accounting courses prepare the students with the skills of the accounting profession to keep precise financial records, analyze trends, and plot future growth and strategies. The Electives allow students to explore other areas or expand the Accounting Program. Upon graduation, students may then seek employment or continue their studies in a Bachelor’s degree."
University of Maine Fort Kent,002041,Study Sequence in Criminal Justice*,associate,,online,N/A,Flexible,http://safety.umfk.edu/justice/online/,Variable,$220 per credit,Law Enforcement,"The Associate of Arts in Criminal Justice prepares the student for positions in today’s most important areas, our safety and security. Safe guarding our homeland and local communities have become a national importance and there is a demand for well-educated and well-qualified individuals to fill the positions. The Criminal Justice program provides the background in the field of Criminology, Criminal Justice, and Security including the legal, procedural, investigative, and sociological aspects of the profession."
University of Maine Fort Kent,002041,Study Sequence in Emergency Management/Homeland Security*,associate,,online,N/A,Flexible,http://safety.umfk.edu/emergency/online/,Variable,$220 per credit,"Emergency First Responder, Homeland Security","The Associate of Arts in Emergency Management/Homeland Security program at UMFK offers a liberal arts education with an emphasis in public administration, emergency management and public safety. The degree program is designed to prepare students academically with professional skills to seek employment or advancement in public service, governmental and nongovernmental management and public safety, including law enforcement, and the criminal justice system at the federal, state, regional and local levels. "
University of Maine Fort Kent,002041,General Studies*,associate,,online,N/A,Flexible,http://studies.umfk.edu/general/online/,Variable,$220 per credit,General Studies,The Associate of Arts in General Studies allows the student to select courses in areas of their choice while providing them a background in Liberal Arts.
University of Maine Fort Kent,002041,Information Security*,associate,,online,N/A,Flexible,http://security.umfk.edu/associates/online/,Variable,$220 per credit,Information Security,The Associate of Science in Information Security is designed to prepare students to obtain employment in the information security and related fields or as a course of study leading to baccalaureate studies in information security. The program promotes a clearer and deeper understanding of both the security management and technical components of information security for the betterment of humankind and society.
University of Maine Fort Kent,002041,Business Management with a Concentration in Accounting*,bachelor,,online,N/A,Flexible,http://business.umfk.edu/accounting/bachelors/online/,Variable,$220 per credit,"Business, Accounting",The Bachelor of Science in Business Management with a concentration in Accounting degree fosters excellence in promoting and understanding of accounting and finance principles and applications as it relates to the accounting profession. The program prepares the student for entry level accounting positions in the workforce as well as continuing their education for a M.A. in Accounting or Business Management.
University of Maine Fort Kent,002041,Business Management with a Concentration in Healthcare Administration*,bachelor,,online,N/A,Flexible,http://business.umfk.edu/healthcare/online/,Variable,$220 per credit,"Business, Healthcare Administration","Bachelor of Science in Business Management with a concentration in Healthcare Administration degree is designed to prepare students to become leaders in the healthcare management field by developing financial, human resource and management skills needed to become an effective administrator."
University of Maine Fort Kent,002041,Nursing (RN to BSN)*,bachelor,,online,N/A,Flexible,http://nursing.umfk.edu/rntobsn/online/,Variable,$220 per credit,Nursing,"The RN-to-BSN program is designed for students who are already licensed as RN’s and are seeking a BSN degree. With its rural nursing focus, the online RN-to-BSN program at UMFK offers a unique perspective to students. The RN-to-BSN program is designed to prepare professional nurses to meet evolving health care needs of individuals, families, and communities within a complex society."
University of Maine Fort Kent,002041,Rural Public Safety Administration*,bachelor,,online,N/A,Flexible,http://safety.umfk.edu/administration/online/,Variable,$220 per credit,"Public Safety, First Responder","The Rural Public Safety Administration program is designed to prepare students academically with professional skills to seek employment or advancement in public service, governmental and non-governmental management, and public safety including law enforcement and the criminal justice system at the federal, state, regional, and local levels. Students may use previous applicable college course work to meet program requirements and may also apply for work-experience credits and use these to meet program requirements."
University of Maine Fort Kent,002041,University Studies*,bachelor,,online,N/A,Flexible,http://studies.umfk.edu/university/online/,Variable,$220 per credit,University Studies ,"The Bachelor of University Studies (BUS) gives you the flexibility to explore at your own pace, and discover what interests you. You are not required to complete a specific major, although you must complete 120 semester hours of credit. Because our distance education offerings are varied, they are well suited to the BUS student. Maybe you’ll take an anthropology course this semester and perhaps literature and criminal justice courses next time. Our strong liberal arts curriculum also prepares you for entering into a degree program at some point, if that interests you."
University of Maine Fort Kent,002041,Emergency Management/Homeland Security*,certificate,"credit, undergraduate",online,N/A,Flexible,http://safety.umfk.edu/default.cfm?cert=emergencymgt,Variable,$220 per credit,"Emergency First Responder, Homeland Security","The Emergency Management/Homeland Security certificate program at UMFK offers educational instruction with an emphasis in public administration, emergency management, and public safety. The certificate program is designed to prepare students academically with professional skills to seek employment or advancement in public service, governmental and nongovernmental management and public safety, including law enforcement, and the criminal justice system at the federal, state, regional and local levels."
University of Maine Fort Kent,002041,Public Management*,certificate,"credit, undergraduate",online,N/A,Flexible,http://safety.umfk.edu/default.cfm?cert=publicmgt,Variable,$220 per credit,"Public Safety, First Responder","The Certificate in Public Management is offered by the University’s Office of Continuing and Distance Education. The certificate is designed to offer students and professionals the opportunity to develop an understanding and appreciation for public administration and management. It serve as an excellent credential for entry level positions and is appropriate preparation for entry into the UMFK four-year Rural Public Safety Administration program. Our courses are taught by experienced faculty as well as practicing professionals. All courses are also fully approved by the University of Maine at Fort Kent, an accredited institution of higher education."
University of Maine Fort Kent,002041,Study in Criminal Justice*,certificate,"credit, undergraduate",online,N/A,Flexible,http://safety.umfk.edu/default.cfm?cert=crj,Variable,$220 per credit,Law Enforcement,"This Certificate of Study is offered by the University’s Office of Academic Outreach, in cooperation with the Criminal Justice program. The CSCJ offers you college level preparation and coursework in the criminal justice and law enforcement fields. It serve as an excellent credential for entry level positions and is appropriate preparation for entry into the UMFK two-year Criminal Justice and four-year Rural Public Safety Administration programs. Our courses are taught by experienced faculty as well as practicing law enforcement and public safety/management professionals. All courses are also fully approved by the University of Maine at Fort Kent, an accredited institution of higher education. Many of these courses are available online or via ITV. Possession of the CSCJ does not mean automatic acceptance into a specific UMFK degree program or to the University in general."
University of Maine Fort Kent,002041,Healthcare Management,certificate,"credit, undergraduate",online,N/A,Flexible,http://business.umfk.edu/default.cfm?cert=healthcare,Variable,$220 per credit,"Business, Healthcare Administration","The Healthcare Administration Certificate Program at UMFK offers educational instruction to help develop skills for prospective and current healthcare managers in order to prepare them for the ever changing world of healthcare management. UMFK’s specific objective is to broaden the student’s perspective in areas such as human resource management, financial management, leadership and customer service excellence."
University of Maine Fort Kent,002041,Special Education Teacher*,certificate,"credit, undergraduate",online,N/A,Flexible,http://umfk.edu/academics/programs/education/cert/specialeducation/,Variable,$220 per credit,Special Education,"For those who are interested in becoming certified as a Special Education Teacher in the State of Maine, UMFK’s Special Education Teacher Certification program provides an opportunity for existing teachers, students who are training to become teachers, and others to receive state-certification in Special Education."
University of Maine Machias,002055,Business & Entrepreneurial Studies*,bachelor,,"classroom, online",Machias,flexible,http://machias.edu/business.html,variable,$222 per credit,Business,"Our Business and Entrepreneurial Studies program emphasizes professional skills and entrepreneurial talents. Entrepreneurship infuses and inspires the curriculum, from introductory business and marketing courses through capstone courses in entrepreneurship and real world experience.
Successful entrepreneurs are innovators, dreamers and doers. They are prudent risk takers and persistent and focused problem solvers. Our program seeks to encourage and develop entrepreneurs and an entrepreneurial culture."
University of Maine Machias,002055,College Studies*,bachelor,,"classroom, online",Machias,flexible,http://machias.edu/colstud.html,variable,$222 per credit,General Studies,"The University of Maine at Machias also offers a Bachelor’s in College Studies (BCS), a major for those with unique program needs. The BCS helps UMM maintain its flexibility. By design it meets the special needs of non-traditional, returning, and traditional-aged students who are not otherwise served by existing programs.
With the advice and guidance of the BCS committee, each student crafts an individual interdisciplinary set of courses that fits his or her background and educational goals."
University of Maine Machias,002055,Elementary Education,bachelor,,classroom,Machias,flexible,http://machias.edu/index.php?id=118#elementary,variable,$222 per credit,Education,"Why study Education at UMM? Our Education program prepares you for a career in the classroom through a rich variety of hands-on practical experiences, including extensive classroom opportunities. You will work with, and learn from, faculty with many years of classroom experience.
Unlike larger universities UMM offers individualized learning opportunities while developing close relationships with fellow students and faculty as you enjoy the pristine natural resources of the environment.
You will be able to apply what you learn through classroom experiences beginning your freshman year. During your final year at UMM, you will complete fifteen weeks of full-time student teaching under the mentorship of a cooperating teacher who demonstrates the ability to positively impact student learning. The cooperating teacher, along with a university supervisor, will observe your teaching and provide valuable feedback, while you work collaboratively with other teachers and engage in professional development.
This program leads to K-8 certification in the state of Maine. Its interdisciplinary focus will prepare you to become an elementary school teacher while you work in with kindergarten through grade eight students from your first course."
University of Maine Machias,002055,Secondary Education,bachelor,,classroom,Machias,flexible,http://machias.edu/index.php?id=118#secondary,variable,$222 per credit,Education,"Teacher education has a proud tradition in Downeast Maine. UMM graduates become enlightened teachers, drawing on a strong educational foundation in content and a knowledge of students and how they learn. Professors here model hands-on learning, and pass on an enthusiasm for knowledge that makes learning and teaching fun.
This program will prepare you to become a secondary school teacher (grades 7 through 12)."
University of Maine Machias,002055,"Engish, Creative Writing, & Book Arts",bachelor,,classroom,Machias,flexible,http://machias.edu/english.html,variable,$222 per credit,English,"The English, Creative Writing, & Book Arts Program offers individualized training in literature with a special focus on creative writing and publishing. No other undergraduate program in the country provides its students such unique opportunities that include publication in a professional press by graduation.
The Program’s hallmark curriculum combines the scholarly study of literature, creative writing, and the aesthetics of hands-on practical publishing so the student can engage in the complete process of literature from inspiration through publication to marketing and publicity. Students select courses in American, British, and world literature. "
University of Maine Machias,002055,Environmental Recreation & Tourism Mangmnt,bachelor,,classroom,Machias,flexible,http://machias.edu/ertm,variable,$222 per credit,Recreation,"The Environmental Recreation & Tourism Management major provides an integrated study of outdoor recreation and tourism services. The program emphasizes learning and leadership in environmental contexts. Students gain strong managerial preparation. The overall learning objective of this program is to prepare professionals in the fields of recreation and tourism by cultivating a broad understanding of leisure and recreation in our society while developing strong managerial skills. This program is accredited by the National Recreation and Park Association. Graduates are prepared to become Certified Park and Recreation Professionals, giving them national recognition."
University of Maine Machias,002055,Environmental Studies,bachelor,,classroom,Machias,flexible,http://machias.edu/envstud.html,variable,$222 per credit,Science,"UMM is uniquely located to get you started in environmental studies. We are situated at the headwaters of the Machias River Estuary. Our campus is surrounded by forests, blueberry fields, lakes, rivers, maritime bogs, and the Atlantic Ocean. Nearby are many state or national parks with unique trails and views, such as Acadia National Park; Moosehorn National Wildlife Refuge; and the Bay of Fundy. Downeast Maine is home to many endangered species including Bald Eagles, Peregrine Falcons, Atlantic Salmon, Northern Right Whale, and Jacob’s Ladder. You can literally step out of the classroom and into a natural laboratory where you can see fascinating species such as boreal birds, moose, seals, and pitcher plants. Our faculty specialize in taking their students outdoors to enhance the UMM learning experience. "
University of Maine Machias,002055,Interdisciplinary Fine Arts,bachelor,,classroom,Machias,flexible,http://machias.edu/finearts.html,variable,$222 per credit,Fine Arts,"Interdisciplinary Fine Arts at UMM is a unique program that allows students to work on all the fine arts, both separately in individual classes and in combined seminars and projects. Students specialize and generalize at the same time. They work with other students and faculty, collaborating on works of art from theater performances to multimedia installations."
University of Maine Machias,002055,Interdisciplinary Studies,bachelor,,classroom,Machias,flexible,http://machias.edu/interdisciplinary-studies,variable,$222 per credit,Liberal Arts,"The Bachelor of Arts in Interdisciplinary Studies degree provides a broad, flexible, student-driven interdisciplinary liberal arts experience. The program will prepare you to apply multiple perspectives within complex settings by combining tools from various disciplines. You will gain appreciation for the many ways scholars employ modes of communication and analysis to explore phenomena.
For example, you might choose to combine science with governmental policy to examine practical ways to protect sensitive forests. Or, you might combine Art, Education, Recreation Management, and Psychology to craft ways to engage children in art therapy.
This program appeals to many students’ natural sense of curiosity."
University of Maine Machias,002055,Marine Biology,bachelor,,classroom,Machias,flexible,http://machias.edu/marinebio.html,variable,$222 per credit,Science,"From the very beginning of your academic career at UMM, you will work closely with your instructors both in the laboratory and in the field. We offer unique opportunities for student - centered undergraduate research, examining local marine organisms and their ecosystems. Our faculty specialize in teaching outdoors to enhance hands-on learning. You will learn about the biology and ecology of marine plants and animals inhabiting oceans, rocky shores, tidal pools, marshes, mudflats, and other marine environments. From the small to the large, from algae to marine mammals, UMM’s program in Marine Biology offers you a hands-on approach to the fascinating field of marine science. These experiences will provide you with skills highly valued by employers. "
University of Maine Machias,002055,Biology,bachelor,,classroom,Machias,flexible,http://machias.edu/biology.html,variable,$222 per credit,Science,"Our students actively study biology, combining critical laboratory techniques with wide-ranging field explorations to investigate the central practices of modern biology. Our classes are small; you have ample opportunity to work closely with your instructors throughout your studies. From genetics to ecology; from the study of microscopic species to the large mammals of the forests of Maine our students become familiar with the full range of biological science."
University of Maine Machias,002055,Psychology & Community Studies*,bachelor,,"classroom, online",Machias,flexible,http://machias.edu/behavsci.html,variable,$222 per credit,Psychology,"The Psychology & Community Studies major is an interdisciplinary program (we draw from anthropology, psychology, sociology, natural sciences, economics, arts, and humanities) through which you can explore human community and learn how to understand, manage, and promote change - change in your life, change in your community, global change.
In addition to traditional coursework, our majors immerse themselves in their education through field work and internships rooted in Downeast Maine. "
University of Maine Machias,002055,Liberal Studies,associate,,classroom,Machias,flexible,http://machias.edu/assets/files/programs/Associate%20of%20Arts%20in%20Liberal%20Studies.pdf,variable,$222 per credit,Arts ,"Liberal Studies provides a broad overview of the critical skills and knowledge needed to succeed in a wide range of occupations. The degree offers optional concentrations in Allied Health, Marine Biology, Mental Health & Rehabilitation and Psychology for those students wishing to specialize their education for particular fields. The curriculum is also excellent preparation for students seeking to continue for a baccalaureate program."
University of Maine Machias,002055,Small Business Management,associate,,classroom,Machias,flexible,http://machias.edu/business.html,variable,$222 per credit,Business,"The curriculum for Small Business Management and Entrepreneurship enables the student to prepare for entry-level positions in a variety of professional areas including accounting, business computer programming and entry-level management positions.
The program of study emphasizes liberal arts as well as professional studies. In addition, the curriculum facilitates transition to UMM’s baccalaureate programs for those students who decide to further their studies or seek higher credentials."
University of Maine Machias,002055,Recreation Management,associate,,classroom,Machias,flexible,http://machias.edu/ertm,variable,$222 per credit,Recreation,"Recreation Management emphasizes a study of recreational services integrated with business management. The general objective of this program is preparation for program leadership positions in the field of leisure services.
The program of study emphasizes liberal arts as well as professional studies. In addition, the curriculum facilitates transition to UMM’s baccalaureate programs for those students who decide to further their studies or seek higher credentials."
University of Maine Machias,002055,Geographic Information Systems Applications*,certificate,"credit, undergraduate","classroom, hybrid, online",Machias,flexible,http://machias.edu/online-certificate-programs,variable,$222 per credit,science,"Geographic Information Systems (GIS) technology refers to computer software, data, and methods that allow users to easily collect, store and manage spatial information, create maps, and analyze spatial relationships. UMM’s GIS Certificate Program can give you an advantage in today’s tight job market. You’ll learn to use industry standard geospatial software, make attractive and useful maps, do spatial analysis and make spatial models, create and compile GIS data, create and manage geo-databases, integrate GPS and GIS technologies, and apply GIS to novel problems and troubleshoot technical glitches. "
University of Maine Machias,002055,Entrepreneurship ,certificate,"credit, undergraduate","classroom, hybrid, online",Machias,flexible,http://machias.edu/online-certificate-programs,variable,$222 per credit,business ,"The Entrepreneurship Certificate Program offers students a flexible opportunity to acquire, develop and demonstrate business and risk management skills. The certificate program requires 18 credit hours."
University of Maine Machias,002055,Human Resource Management,certificate,"credit, undergraduate","classroom, hybrid, online",Machias,flexible,http://machias.edu/online-certificate-programs,variable,$222 per credit,business,"The Human Resource Management Certificate Program offers students a flexible opportunity to acquire, develop and demonstrate a variety of personnel management skills related to the broad spectrum of the Human Resource function within their organizations. The certificate program requires 18 credit hours."
University of Maine Machias,002055,Marketing,certificate,"credit, undergraduate","classroom, hybrid, online",Machias,flexible,http://machias.edu/online-certificate-programs,variable,$222 per credit,business,"The Marketing Certificate Program offers students a flexible opportunity to acquire, develop and demonstrate a variety of marketing skills related to the broad spectrum of the Marketing function within their organizations. The certificate program requires 18 credit hours. "
University of Maine Machias,002055,Mental Health Rehabilitation Technician/Community,certificate,"credit, undergraduate","classroom, hybrid, online",Machias,flexible,http://machias.edu/assets/files/programs/Mental%20Health%20and%20Rehabilitation%20Certificate%20Program.pdf,variable,$222 per credit,psychology,"A 30-credit certificate for anyone interested in a career in mental health services, including being a counselor, therapist, case manager, clinical psychologist, or associated forms of nursing and medical care. Though the certification will not necessarily be accepted in other states (there are certain jobs outside of Maine that will recognize the training), the courses give students a grounding in basic clinical skills for entry-level jobs and preparation for graduate school in related fields. If students are interested in working with children, adolescents, and families, they should take Lifespan (I & II) or similar developmental psychology courses and choose child/adolescent-centered electives or internships. Completion of this certificate allows students to apply to the University of Southern Maine’s Muskie School of Public Service for the MHRT/C Certification."
